interval_id,relation,taskset_id,U_norm,source_E0,task_id,priority_rank,w,h,q,complete_envelope,local_envelope,service_value_without_e0,lower_bound_inclusive,upper_bound_exclusive,midpoint
I0093,DEADLINE_CARRY_IN,v93-u0-e1-t07-58744ea94fe6,0.2,1,9,9,64,0,17,94162500000000003/2500000000000000000,917212500000000033/25000000000000000000,18000408000000007/1000000000000000000000,36670499592000001313/1000000000000000000000,37646999592000001193/1000000000000000000000,37158749592000001253/1000000000000000000000
I0094,DEADLINE_CARRY_IN,v93-u0-e1-t07-58744ea94fe6,0.2,1,9,9,64,0,18,986962500000000033/25000000000000000000,240637500000000009/6250000000000000000,1912545900000001/100000000000000000000,3848287454100000143/100000000000000000000,3945937454100000131/100000000000000000000,3897112454100000137/100000000000000000000
I0095,DEADLINE_CARRY_IN,v93-u0-e1-t07-58744ea94fe6,0.2,1,9,9,64,0,19,258075000000000009/6250000000000000000,1007887500000000039/25000000000000000000,2025051300000001/100000000000000000000,805904989740000031/20000000000000000000,4127174948700000143/100000000000000000000,4078349948700000149/100000000000000000000
I0096,DEADLINE_CARRY_IN,v93-u0-e1-t07-58744ea94fe6,0.2,1,9,9,64,0,20,1077637500000000039/25000000000000000000,526612500000000021/12500000000000000000,2137557000000001/100000000000000000000,4210762443000000167/100000000000000000000,861682488600000031/20000000000000000000,4259587443000000161/100000000000000000000
I0097,DEADLINE_CARRY_IN,v93-u0-e1-t07-58744ea94fe6,0.2,1,9,9,64,0,21,1114837500000000043/25000000000000000000,545212500000000023/12500000000000000000,2812578750000001/125000000000000000000,5449312421250000229/125000000000000000000,2785687460625000107/62500000000000000000,11020687342500000443/250000000000000000000
I0098,DEADLINE_CARRY_IN,v93-u0-e1-t07-58744ea94fe6,0.2,1,9,9,64,0,22,1152037500000000047/25000000000000000000,22552500000000001/500000000000000000,23625693000000007/1000000000000000000000,45081374307000001993/1000000000000000000000,46057874307000001873/1000000000000000000000,45569624307000001933/1000000000000000000000
I0099,DEADLINE_CARRY_IN,v93-u0-e1-t07-58744ea94fe6,0.2,1,9,9,64,0,23,1189237500000000051/25000000000000000000,582412500000000027/12500000000000000000,24750759/1000000000000,582103115512500027/12500000000000000000,1188618731025000051/25000000000000000000,470564992410000021/10000000000000000000
I0100,DEADLINE_CARRY_IN,v93-u0-e1-t07-58744ea94fe6,0.2,1,9,9,64,0,24,245287500000000011/5000000000000000000,189720000000000009/4000000000000000000,25875827999999997/1000000000000000000000,47404124172000002253/1000000000000000000000,49031624172000002203/1000000000000000000000,12054468543000000557/250000000000000000000
I0101,DEADLINE_CARRY_IN,v93-u0-e1-t07-58744ea94fe6,0.2,1,9,9,64,0,25,2008800000000000093/40000000000000000000,2413350000000000117/50000000000000000000,270009/10000000000,2411999955000000117/50000000000000000000,2007719964000000093/40000000000000000000,19686599640000000933/400000000000000000000
I0102,DEADLINE_CARRY_IN,v93-u0-e1-t07-58744ea94fe6,0.2,1,9,9,64,0,26,10211400000000000483/200000000000000000000,4910400000000000243/100000000000000000000,28125975000000003/1000000000000000000000,49075874025000002427/1000000000000000000000,12757218506250000603/250000000000000000000,100104748050000004839/2000000000000000000000
I0103,DEADLINE_CARRY_IN,v93-u0-e1-t07-58744ea94fe6,0.2,1,9,9,64,0,27,10378800000000000501/200000000000000000000,1248525000000000063/25000000000000000000,29251053000000007/1000000000000000000000,49911748947000002513/1000000000000000000000,25932374473500001249/500000000000000000000,101776497894000005011/2000000000000000000000
I0104,DEADLINE_CARRY_IN,v93-u0-e1-t07-58744ea94fe6,0.2,1,9,9,64,0,28,10546200000000000519/200000000000000000000,5077800000000000261/100000000000000000000,6075226800000001/200000000000000000000,10149524773200000521/200000000000000000000,5270062386600000259/100000000000000000000,20689649546400001039/400000000000000000000
I0105,DEADLINE_CARRY_IN,v93-u0-e1-t07-58744ea94fe6,0.2,1,9,9,64,0,29,1064850000000000053/20000000000000000000,10257900000000000533/200000000000000000000,6300243600000001/200000000000000000000,2562899939100000133/50000000000000000000,10642199756400000529/200000000000000000000,20893799512800001061/400000000000000000000
I0106,DEADLINE_CARRY_IN,v93-u0-e1-t07-58744ea94fe6,0.2,1,9,9,64,0,30,10750800000000000541/200000000000000000000,323756250000000017/6250000000000000000,32626305000000003/1000000000000000000000,51768373695000002717/1000000000000000000000,26860686847500001351/500000000000000000000,105489747390000005419/2000000000000000000000
I0107,DEADLINE_CARRY_IN,v93-u0-e1-t07-58744ea94fe6,0.2,1,9,9,64,0,31,1356637500000000069/25000000000000000000,2092500000000000111/40000000000000000000,8437848749999999/250000000000000000000,52278748605000002779/1000000000000000000000,13557937151250000691/250000000000000000000,106510497210000005543/2000000000000000000000
I0108,DEADLINE_CARRY_IN,v93-u0-e1-t07-58744ea94fe6,0.2,1,9,9,64,0,32,10955400000000000563/200000000000000000000,5282400000000000283/100000000000000000000,4359561/125000000000,5278912351200000283/100000000000000000000,10948424702400000563/200000000000000000000,21506249404800001129/400000000000000000000
I0109,DEADLINE_CARRY_IN,v93-u0-e1-t07-58744ea94fe6,0.2,1,9,9,64,0,33,5528850000000000287/100000000000000000000,10667100000000000577/200000000000000000000,2250099/62500000000,10659899683200000577/200000000000000000000,5525249841600000287/100000000000000000000,21710399366400001151/400000000000000000000
I0110,DEADLINE_CARRY_IN,v93-u0-e1-t07-58744ea94fe6,0.2,1,9,9,64,0,34,2232000000000000117/40000000000000000000,2692350000000000147/50000000000000000000,37126683/1000000000000,2690493665850000147/50000000000000000000,2230514932680000117/40000000000000000000,21914549326800001173/400000000000000000000
I0111,DEADLINE_CARRY_IN,v93-u0-e1-t07-58744ea94fe6,0.2,1,9,9,64,0,35,2815575000000000149/50000000000000000000,5431200000000000299/100000000000000000000,9562946250000001/250000000000000000000,27136874107500001493/500000000000000000000,1758539006718750093/31250000000000000000,55273498215000002981/1000000000000000000000
I0112,DEADLINE_CARRY_IN,v93-u0-e1-t07-58744ea94fe6,0.2,1,9,9,64,0,36,11364600000000000607/200000000000000000000,5468400000000000303/100000000000000000000,7875378000000001/200000000000000000000,2185784924400000121/40000000000000000000,5678362311000000303/100000000000000000000,22285649244000001211/400000000000000000000
I0113,DEADLINE_CARRY_IN,v93-u0-e1-t07-58744ea94fe6,0.2,1,9,9,64,0,37,2287800000000000123/40000000000000000000,5505600000000000307/100000000000000000000,20250999/500000000000,5501549800200000307/100000000000000000000,2286179920080000123/40000000000000000000,22433999200800001229/400000000000000000000
I0114,DEADLINE_CARRY_IN,v93-u0-e1-t07-58744ea94fe6,0.2,1,9,9,64,0,38,11513400000000000623/200000000000000000000,5542800000000000311/100000000000000000000,41627109/1000000000000,5538637289100000311/100000000000000000000,11505074578200000623/200000000000000000000,4516469831280000249/80000000000000000000
I0115,DEADLINE_CARRY_IN,v93-u0-e1-t07-58744ea94fe6,0.2,1,9,9,64,0,39,11513400000000000623/200000000000000000000,5542800000000000311/100000000000000000000,42752222999999997/1000000000000000000000,55385247777000003113/1000000000000000000000,28762123888500001559/500000000000000000000,112909495554000006231/2000000000000000000000
I0116,DEADLINE_CARRY_IN,v93-u0-e1-t07-58744ea94fe6,0.2,1,9,9,64,0,40,11513400000000000623/200000000000000000000,5542800000000000311/100000000000000000000,4387733999999999/100000000000000000000,692301533250000039/12500000000000000000,18407399251200001/320000000000000000,22581449064000001249/400000000000000000000
I0117,DEADLINE_CARRY_IN,v93-u0-e1-t07-58744ea94fe6,0.2,1,9,9,64,0,41,11513400000000000623/200000000000000000000,5542800000000000311/100000000000000000000,2250123/50000000000,5538299754000000311/100000000000000000000,11504399508000000623/200000000000000000000,4516199803200000249/80000000000000000000
I0118,DEADLINE_CARRY_IN,v93-u0-e1-t07-58744ea94fe6,0.2,1,9,9,64,0,42,11513400000000000623/200000000000000000000,5542800000000000311/100000000000000000000,9225516599999999/200000000000000000000,11076374483400000623/200000000000000000000,719010905212500039/12500000000000000000,22580548966800001247/400000000000000000000
I0119,DEADLINE_CARRY_IN,v93-u0-e1-t07-58744ea94fe6,0.2,1,9,9,64,0,43,11513400000000000623/200000000000000000000,5542800000000000311/100000000000000000000,47252709/1000000000000,5538074729100000311/100000000000000000000,11503949458200000623/200000000000000000000,4516019783280000249/80000000000000000000
I0120,DEADLINE_CARRY_IN,v93-u0-e1-t07-58744ea94fe6,0.2,1,9,9,64,0,44,11513400000000000623/200000000000000000000,5612550000000000311/100000000000000000000,24188919/500000000000,5607712216200000311/100000000000000000000,11503724432400000623/200000000000000000000,4543829772960000249/80000000000000000000
I0121,DEADLINE_CARRY_IN,v93-u0-e1-t07-58744ea94fe6,0.2,1,9,9,64,0,45,11513400000000000623/200000000000000000000,11373900000000000623/200000000000000000000,4950297/100000000000,11363999406000000623/200000000000000000000,11503499406000000623/200000000000000000000,11433749406000000623/200000000000000000000
I0122,FIXED_CW_CARRY_IN,v93-u0-e1-t07-58744ea94fe6,0.2,1,9,9,52,0,4,61612500000000001/6250000000000000000,47662500000000001/5000000000000000000,3375018000000003/1000000000000000000000,9529124982000000197/1000000000000000000000,9854624982000000157/1000000000000000000000,9691874982000000177/1000000000000000000000
I0123,FIXED_CW_CARRY_IN,v93-u0-e1-t07-58744ea94fe6,0.2,1,9,9,52,0,5,61612500000000001/5000000000000000000,291787500000000007/25000000000000000000,4500030000000001/1000000000000000000000,11666999970000000279/1000000000000000000000,12317999970000000199/1000000000000000000000,11992499970000000239/1000000000000000000000
I0124,FIXED_CW_CARRY_IN,v93-u0-e1-t07-58744ea94fe6,0.2,1,9,9,52,0,6,184837500000000003/12500000000000000000,345262500000000009/25000000000000000000,2812522499999999/500000000000000000000,6902437477500000181/500000000000000000000,7390687477500000121/500000000000000000000,7146562477500000151/500000000000000000000
I0125,FIXED_CW_CARRY_IN,v93-u0-e1-t07-58744ea94fe6,0.2,1,9,9,52,0,7,415012500000000009/25000000000000000000,97650000000000003/6250000000000000000,13500125999999989/2000000000000000000000,31234499874000000971/2000000000000000000000,33187499874000000731/2000000000000000000000,32210999874000000851/2000000000000000000000
I0126,FIXED_CW_CARRY_IN,v93-u0-e1-t07-58744ea94fe6,0.2,1,9,9,52,0,8,115087500000000003/6250000000000000000,87187500000000003/5000000000000000000,1968771/250000000000,87148124580000003/5000000000000000000,115038280725000003/6250000000000000000,895893745800000027/50000000000000000000
I0127,FIXED_CW_CARRY_IN,v93-u0-e1-t07-58744ea94fe6,0.2,1,9,9,52,0,9,101137500000000003/5000000000000000000,240637500000000009/12500000000000000000,4500054000000001/500000000000000000000,9620999946000000359/500000000000000000000,10109249946000000299/500000000000000000000,9865124946000000329/500000000000000000000
I0128,FIXED_CW_CARRY_IN,v93-u0-e1-t07-58744ea94fe6,0.2,1,9,9,52,0,10,275512500000000009/12500000000000000000,526612500000000021/25000000000000000000,2025027000000001/200000000000000000000,4210874973000000167/200000000000000000000,4406174973000000143/200000000000000000000,861704994600000031/40000000000000000000
I0129,FIXED_CW_CARRY_IN,v93-u0-e1-t07-58744ea94fe6,0.2,1,9,9,52,0,11,294112500000000011/12500000000000000000,22552500000000001/1000000000000000000,2250033000000001/200000000000000000000,4508249967000000199/200000000000000000000,188141998680000007/8000000000000000000,4605899967000000187/200000000000000000000
I0130,FIXED_CW_CARRY_IN,v93-u0-e1-t07-58744ea94fe6,0.2,1,9,9,52,0,12,312712500000000013/12500000000000000000,189720000000000009/8000000000000000000,6187599000000003/500000000000000000000,23702624802000001119/1000000000000000000000,12502312401000000517/500000000000000000000,48707249604000002153/2000000000000000000000
I0131,FIXED_CW_CARRY_IN,v93-u0-e1-t07-58744ea94fe6,0.2,1,9,9,52,0,13,66262500000000003/2500000000000000000,4910400000000000243/200000000000000000000,2700046800000001/200000000000000000000,2453849976600000121/100000000000000000000,5298299953200000239/200000000000000000000,10205999906400000481/400000000000000000000
I0132,FIXED_CW_CARRY_IN,v93-u0-e1-t07-58744ea94fe6,0.2,1,9,9,52,0,14,2734200000000000129/100000000000000000000,5077800000000000261/200000000000000000000,7312636500000001/500000000000000000000,25374374727000001303/1000000000000000000000,3415921840875000161/125000000000000000000,52701749454000002591/2000000000000000000000
I0133,FIXED_CW_CARRY_IN,v93-u0-e1-t07-58744ea94fe6,0.2,1,9,9,52,0,15,1408950000000000069/50000000000000000000,323756250000000017/12500000000000000000,7875157499999999/500000000000000000000,12942374842500000681/500000000000000000000,14081624842500000691/500000000000000000000,6755999921250000343/250000000000000000000
I0134,FIXED_CW_CARRY_IN,v93-u0-e1-t07-58744ea94fe6,0.2,1,9,9,52,0,16,5738100000000000287/200000000000000000000,5282400000000000283/200000000000000000000,105471/6250000000,5279024928000000283/200000000000000000000,5734724928000000287/200000000000000000000,1101374985600000057/40000000000000000000
I0135,FIXED_CW_CARRY_IN,v93-u0-e1-t07-58744ea94fe6,0.2,1,9,9,52,0,17,2920200000000000149/100000000000000000000,2692350000000000147/100000000000000000000,18000408000000007/1000000000000000000000,26905499592000001463/1000000000000000000000,29183999592000001483/1000000000000000000000,28044749592000001473/1000000000000000000000
I0136,FIXED_CW_CARRY_IN,v93-u0-e1-t07-58744ea94fe6,0.2,1,9,9,52,0,18,5942700000000000309/200000000000000000000,5468400000000000303/200000000000000000000,1912545900000001/100000000000000000000,5464574908200000301/200000000000000000000,5938874908200000307/200000000000000000000,356357806762500019/12500000000000000000
I0137,FIXED_CW_CARRY_IN,v93-u0-e1-t07-58744ea94fe6,0.2,1,9,9,52,0,19,18890625000000001/625000000000000000,5542800000000000311/200000000000000000000,2025051300000001/100000000000000000000,5538749897400000309/200000000000000000000,3020474948700000159/100000000000000000000,11579699794800000627/400000000000000000000
I0138,FIXED_CW_CARRY_IN,v93-u0-e1-t07-58744ea94fe6,0.2,1,9,9,52,0,20,764925000000000041/25000000000000000000,5617200000000000319/200000000000000000000,2137557000000001/100000000000000000000,5612924886000000317/200000000000000000000,3057562443000000163/100000000000000000000,11728049772000000643/400000000000000000000
I0139,FIXED_CW_CARRY_IN,v93-u0-e1-t07-58744ea94fe6,0.2,1,9,9,52,0,21,387112500000000021/12500000000000000000,5691600000000000327/200000000000000000000,2812578750000001/125000000000000000000,28435499370000001627/1000000000000000000000,3868312421250000209/125000000000000000000,59381998740000003299/2000000000000000000000
I0140,FIXED_CW_CARRY_IN,v93-u0-e1-t07-58744ea94fe6,0.2,1,9,9,52,0,22,783525000000000043/25000000000000000000,1153200000000000067/40000000000000000000,23625693000000007/1000000000000000000000,7201593576750000417/250000000000000000000,31317374307000001713/1000000000000000000000,60123748614000003381/2000000000000000000000
I0141,FIXED_CW_CARRY_IN,v93-u0-e1-t07-58744ea94fe6,0.2,1,9,9,52,0,23,198206250000000011/6250000000000000000,5840400000000000343/200000000000000000000,24750759/1000000000000,5835449848200000343/200000000000000000000,198051557756250011/6250000000000000000,2434619939280000139/80000000000000000000
I0142,FIXED_CW_CARRY_IN,v93-u0-e1-t07-58744ea94fe6,0.2,1,9,9,52,0,24,160425000000000009/5000000000000000000,5914800000000000351/200000000000000000000,25875827999999997/1000000000000000000000,14774062086000000879/500000000000000000000,32059124172000001803/1000000000000000000000,61607248344000003561/2000000000000000000000
I0143,FIXED_CW_CARRY_IN,v93-u0-e1-t07-58744ea94fe6,0.2,1,9,9,52,0,25,405712500000000023/12500000000000000000,5989200000000000359/200000000000000000000,270009/10000000000,5983799820000000359/200000000000000000000,405374988750000023/12500000000000000000,12469799640000000727/400000000000000000000
I0144,FIXED_CW_CARRY_IN,v93-u0-e1-t07-58744ea94fe6,0.2,1,9,9,52,0,26,820725000000000047/25000000000000000000,6063600000000000367/200000000000000000000,28125975000000003/1000000000000000000000,3786234253125000229/125000000000000000000,32800874025000001877/1000000000000000000000,63090748050000003709/2000000000000000000000
I0145,FIXED_CW_CARRY_IN,v93-u0-e1-t07-58744ea94fe6,0.2,1,9,9,52,0,27,51876562500000003/1562500000000000000,49104000000000003/1600000000000000000,29251053000000007/1000000000000000000000,7665187236750000467/250000000000000000000,33171748947000001913/1000000000000000000000,63832497894000003781/2000000000000000000000
I0146,FIXED_CW_CARRY_IN,v93-u0-e1-t07-58744ea94fe6,0.2,1,9,9,52,0,28,839325000000000049/25000000000000000000,6212400000000000383/200000000000000000000,6075226800000001/200000000000000000000,3103162386600000191/100000000000000000000,6708524773200000391/200000000000000000000,12914849546400000773/400000000000000000000
